id,montant,categorie,date
F1686,17.75,Services,2025-05-25
F1687,16.58,Materiel,2025-04-24
F1688,23.82,Services,2025-09-16
F1689,576.71,Deplacements,2025-03-26
F1690,1224.45,Deplacements,2025-01-16
F1691,7511.26,Marketing,2025-02-03
F1692,15.37,Logistique,2025-13-28
F1693,3303.59,Services,2025-03-08
F1694,152622.95,Materiel,2025-10-12
F1695,275808.88,Marketing,2025-03-18
F1696,361.86,Deplacements,2025-12-01
F1697,2698.35,Consulting,2025-06-27
F1698,2673.58,Fournitures,2025-10-20
F1699,7.63,Fournitures,2025-11-04
F1700,18,Deplacements,2025-11-21
F1701,996.01,Consulting,2025-07-08
F1702,120.37,Marketing,2025-02-03
F1703,86.62,Logistique,2025-07-28
F1704,1.01,Marketing,2025-02-07
F1705,9.34,Materiel,2025-01-12
F1706,206570.16,Consulting,2025-04-24
F1707,65.95,Fournitures,2025-06-12
F1708,313030.23,Consulting,2025-03-05
F1709,29.34,Services,2025-10-19
F1710,1238.67,Services,2025-10-06
F1711,3.74,Fournitures,2025-08-07
F1712,15.9,Consulting,2025-07-16
F1713,121.37,Consulting,2025-06-12
F1714,1152.71,Fournitures,2025-10-25
F1715,122209.64,Logistique,2025-03-18
F1716,69.84,Logistique,2025-12-27
F1717,411932.38,Materiel,2025-06-08
F1718,239908.96,Marketing,2025-04-12
F1719,170.74,Fournitures,2025-07-27
F1720,412682.49,Logistique,2025-06-18
F1721,5344.88,Marketing,2025-09-08
F1722,7533.5,Deplacements,2025-11-07
F1723,69829.63,Consulting,2025-09-25
F1724,183.9,Deplacements,2025-05-09
F1725,262.2,Consulting,2025-02-04
F1726,540,Consulting,2025-02-22
F1727,11772.09,Deplacements,2025-03-20
F1728,22.49,Logistique,2025-10-01
F1729,2.91,Deplacements,2025-04-07
F1730,3.89,Marketing,2025-08-03
F1731,4.9,Marketing,2025-13-02
F1732,59.29,Materiel,2025-02-20
F1733,318158.16,Fournitures,2025-09-19
F1734,463696.56,Consulting,2025-11-20
F1735,14.35,Consulting,2025-08-09
F1736,30421.7,Consulting,2025-07-05
F1737,3663.95,Deplacements,2025-11-22
F1738,488652.64,Marketing,2025-08-03
F1739,749.75,Logistique,2025-02-20
F1740,3.48,Logistique,2025-08-21
F1741,446666.46,Marketing,2025-06-18
F1742,2.69,Consulting,2025-01-12
F1743,2.45,Logistique,2025-06-23
F1744,167658.88,Deplacements,2025-06-02
F1745,241180.43,Marketing,2025-09-15
F1746,5452.29,Logistique,2025-02-20
F1747,50940.66,Materiel,2025-06-24
F1748,10567.59,Deplacements,2025-03-04
F1749,7.31,Consulting,2025-07-26
F1750,26.4,Services,2025-09-10
F1751,21.65,Deplacements,2025-03-04
F1752,90.17,Consulting,2025-07-08
F1753,169881.27,Fournitures,2025-02-04
F1754,1.19,Consulting,2025-11-19
F1755,109347.71,Materiel,2025-03-17
F1756,2.82,Logistique,2025-05-13
F1757,69.09,Marketing,2025-04-07
F1758,24.63,Fournitures,2025-04-12
F1759,39.97,Marketing,2025-08-22
F1760,41.16,Fournitures,2025-04-05
F1761,3012.22,Fournitures,2025-04-07
F1762,210.61,Services,2025-08-04
F1763,58.68,Deplacements,2025-06-03
F1764,405.63,Consulting,2025-02-04
F1765,966.88,Consulting,2025-08-27
F1766,13935.18,Services,2025-04-06
F1767,61599.71,Deplacements,2025-05-22
F1768,2189.56,Consulting,2025-04-07
F1769,78.11,Consulting,2025-02-24
F1770,94.41,Materiel,2025-06-03
F1771,506.48,Deplacements,2025-06-15
F1772,175482.68,Materiel,2025-06-13
F1773,771.51,Services,2025-10-08
F1774,8952.71,Deplacements,2025-04-07
F1775,49.47,Logistique,2025-05-06
F1776,9.93,Fournitures,2025-01-26
F1777,192.71,Services,2025-08-08
F1778,19.74,Logistique,2025-01-03
F1779,1281.07,Consulting,2025-10-27
F1780,12.3,Services,2025-01-26
F1781,459773.62,Consulting,2025-04-14
F1782,43.53,Marketing,2025-10-11
F1783,5.44,Materiel,2025-05-05
F1784,40.39,Consulting,2025-08-21
F1785,121043.35,Logistique,2025-01-13
F1786,8960.35,Marketing,2025-01-05
F1787,2317.11,Consulting,2025-08-02
F1788,812.32,Fournitures,2025-09-21
F1789,8.75,Logistique,2025-12-14
F1790,13154.46,Materiel,2025-07-16
F1791,1104.01,Deplacements,2025-13-26
F1792,134309.31,Logistique,2025-04-07
F1793,193.6,Materiel,2025-10-03
F1794,118.02,Fournitures,2025-05-08
F1795,564.97,Fournitures,2025-02-09
F1796,69802.38,Deplacements,2025-12-13
F1797,6846.63,Services,2025-12-05
F1798,48.9,Fournitures,2025-06-07
F1799,2.89,Services,2025-05-04
F1800,6.08,Materiel,2025-04-20
F1801,183.51,Deplacements,2025-09-22
F1802,460.51,Consulting,2025-07-01
F1803,74.24,Deplacements,2025-04-06
F1804,156846.63,Services,2025-01-17
F1805,14.94,Materiel,2025-07-07
F1806,10.41,Materiel,2025-05-27
F1807,3547.32,Fournitures,2025-08-23
F1808,427.88,Deplacements,2025-03-19
F1809,459056.75,Logistique,2025-05-09
F1810,30481.67,Deplacements,2025-11-22
F1811,125.07,Deplacements,2025-04-13
F1812,41.85,Consulting,2025-06-09
F1813,83.78,Materiel,2025-09-25
F1814,60814.22,Services,2025-07-22
F1815,794.04,Consulting,2025-01-27
F1816,361.35,Materiel,2025-02-11
F1817,17070.73,Marketing,2025-06-12
F1818,58.58,Services,2025-01-26
F1819,2524.51,Consulting,2025-10-10
F1820,750.53,Materiel,2025-04-10
F1821,26.72,Materiel,2025-08-24
F1822,1.22,Logistique,2025-04-07
F1823,161214.3,Services,2025-08-05
F1824,169542.78,Materiel,2025-06-09
F1825,6250.45,Consulting,2025-01-12
F1826,83718.94,Fournitures,2025-04-03
F1827,14.62,Materiel,2025-10-23
F1828,63775.71,Materiel,2025-09-28
F1829,31.22,Services,2025-08-04
F1830,50.3,Deplacements,2025-01-22
F1831,2.11,Fournitures,2025-03-28
F1832,294.65,Services,2025-05-24
F1833,201560.8,Marketing,2025-03-12
F1834,11331.61,Services,2025-12-03
F1835,3.43,Consulting,2025-09-26
F1836,38980.79,Marketing,2025-11-07
F1837,135032.74,Materiel,2025-09-18
F1838,8889.19,Fournitures,2025-09-22
F1839,5599.38,Fournitures,2025-09-15
F1840,78124.25,Fournitures,2025-12-27
F1841,9446.05,Materiel,2025-02-13
F1842,3.59,Materiel,2025-08-19
F1843,795.87,Fournitures,2025-10-20
F1844,30.4,Services,2025-02-19
F1845,2164.73,Deplacements,2025-11-16
F1846,3.74,Deplacements,2025-08-20
F1847,55.16,Deplacements,2025-09-09
F1848,180094.14,Materiel,2025-02-27
F1849,112.32,Logistique,2025-10-20
F1850,1649.09,Logistique,2025-11-19
F1851,387778.05,Logistique,2025-11-19
F1852,56402.04,Consulting,2025-04-06
F1853,42219.01,Materiel,2025-11-01
F1854,1.76,Consulting,2025-01-22
F1855,175.02,Fournitures,2025-02-10
F1856,1166.74,Services,2025-02-25
F1857,93.19,Deplacements,2025-09-26
F1858,12231.76,Deplacements,2025-07-24
F1859,225.54,Materiel,2025-10-12
F1860,190.49,Fournitures,2025-11-09
F1861,7.53,Deplacements,2025-01-02
F1862,53315.23,Services,2025-01-08
F1863,10233.96,Logistique,2025-04-26
F1864,6675.02,Services,2025-03-06
F1865,8.99,Deplacements,2025-05-02
F1866,1.59,Consulting,2025-11-09
F1867,53.39,Fournitures,2025-08-17
F1868,1.26,Deplacements,2025-11-26
F1869,34.59,Logistique,2025-04-10
F1870,25187.49,Services,2025-05-02
F1871,188.51,Logistique,2025-05-22
F1872,35.18,Services,2025-08-15
F1873,235604.43,Services,2025-05-27
F1874,120175.84,Fournitures,2025-01-09
F1875,87436.49,Deplacements,2025-02-05
F1876,23.05,Marketing,2025-09-17
F1877,7241.63,Materiel,2025-02-25
F1878,222.5,Materiel,2025-01-01
F1879,109872.26,Materiel,2025-08-20
F1880,194357.76,Materiel,2025-05-09
F1881,333364.52,Logistique,2025-09-11
F1882,1241.52,Marketing,2025-08-09
F1883,30.7,Services,2025-07-23
F1884,12.47,Deplacements,2025-04-19
F1885,301.29,Logistique,2025-11-27
F1886,393295.79,Logistique,2025-08-16
F1887,8.21,Deplacements,2025-09-26
F1888,23.39,Marketing,2025-04-03
F1889,1.91,Materiel,2025-07-01
F1890,669.46,Fournitures,2025-12-23
F1891,325787.19,Marketing,2025-04-27
F1892,152.76,Marketing,2025-12-23
F1893,3137.35,Fournitures,2025-06-15
F1894,217.2,Materiel,2025-04-14
F1895,7.57,Materiel,2025-10-27
F1896,155.62,Consulting,2025-03-04
F1897,31.68,Consulting,2025-12-20
F1898,7562.89,Marketing,2025-09-15
F1899,67948.3,Services,2025-11-07
F1900,214992.16,Materiel,2025-08-03
F1901,5992.84,Deplacements,2025-05-12
F1902,978.02,Materiel,2025-08-19
F1903,107.33,Fournitures,2025-05-21
F1904,2.51,Consulting,2025-09-22
F1905,4,Fournitures,2025-08-01
F1906,31345.88,Consulting,2025-05-24
F1907,233.97,Deplacements,2025-04-21
F1908,23114.98,Deplacements,2025-04-28
F1909,34521.05,Materiel,2025-10-02
F1910,490468.41,Materiel,2025-02-23
F1911,78387.73,Consulting,2025-02-13
F1912,38567.21,Consulting,2025-11-07
F1913,144.01,Marketing,2025-05-09
F1914,92.45,Consulting,2025-02-24
F1915,80.06,Materiel,2025-05-28
F1916,58359.45,Consulting,2025-02-12
F1917,11034.29,Deplacements,2025-01-02
F1918,8565.95,Services,2025-07-14
F1919,1723.47,Fournitures,2025-05-08
F1920,17.94,Logistique,2025-04-26
F1921,1.18,Deplacements,2025-04-17
F1922,797.39,Marketing,2025-10-20
F1923,77573.21,Marketing,2025-08-10
F1924,167994.92,Deplacements,2025-07-14
F1925,63.07,Deplacements,2025-07-06
F1926,3.35,Materiel,2025-09-16
F1927,64672.45,Marketing,2025-09-11
F1928,434.48,Services,2025-07-28
F1929,50184.66,Consulting,2025-02-22
F1930,18883.94,Deplacements,2025-08-04
F1931,630.51,Deplacements,2025-03-01
F1932,3118.78,Consulting,2025-08-15
F1933,1528.94,Marketing,2025-02-15
F1934,216732.95,Fournitures,2025-08-10
F1935,92.38,Services,2025-06-27
F1936,45.21,Services,2025-06-12
F1937,2004.8,Deplacements,2025-03-18
F1938,3809.36,Marketing,2025-01-19
F1939,3.71,Materiel,2025-02-24
F1940,27.62,Deplacements,2025-11-26
F1941,40.58,Materiel,2025-03-17
F1942,15.65,Materiel,2025-02-05
F1943,108.97,Logistique,2025-10-12
F1944,448336.03,Marketing,2025-09-17
F1945,10.95,Consulting,2025-03-25
F1946,259944.93,Fournitures,2025-03-01
F1947,15619.37,Marketing,2025-01-18
F1948,6732.14,Fournitures,2025-02-19
F1949,1925.36,Marketing,2025-05-11
F1950,1079.3,Consulting,2025-06-08
F1951,8756.33,Services,2025-02-23
F1952,69611.77,Services,2025-05-09
F1953,432.6,Consulting,2025-05-16
F1954,472318.35,Logistique,2025-03-21
F1955,35.6,Marketing,2025-06-26
F1956,104930.94,Logistique,2025-12-01
F1957,1.57,Fournitures,2025-10-24
F1958,81.29,Services,2025-02-26
F1959,2.69,Services,2025-02-17
F1960,1.36,Marketing,2025-05-23
F1961,10343.32,Services,2025-02-11
F1962,451.5,Deplacements,2025-04-17
F1963,5.94,Deplacements,2025-04-27
F1964,43537.74,Marketing,2025-03-23
F1965,349.06,Logistique,2025-01-21
F1966,16629.38,Fournitures,2025-09-02
F1967,19.4,Materiel,2025-11-21
F1968,564.09,Marketing,2025-07-14
F1969,2250.36,Marketing,2025-12-04
F1970,27693.02,Logistique,2025-01-15
F1971,6441.96,Deplacements,2025-10-16
F1972,15626.59,Services,2025-08-16
F1973,60.41,Logistique,2025-01-03
F1974,189055.84,Marketing,2025-09-09
F1975,63680.3,Fournitures,2025-12-21
F1976,2.44,Fournitures,2025-08-24
F1977,78935.02,Services,2025-02-24
F1978,5.48,Services,2025-08-09
F1979,16524.25,Deplacements,2025-04-05
F1980,2.85,Materiel,2025-01-23
F1981,141850.63,Fournitures,2025-06-04
F1982,15037.33,Logistique,2025-12-04
F1983,11351.13,Marketing,2025-11-09
F1984,55244.94,Logistique,2025-02-03
F1985,2.54,Services,2025-07-11
F1986,22098.51,Fournitures,2025-08-14
F1987,35126.58,Marketing,2025-11-27
F1988,565.8,Consulting,2025-06-11
F1989,73.1,Consulting,2025-11-28
F1990,174952.31,Consulting,2025-04-03
F1991,11842.58,Consulting,2025-08-15
F1992,53696.54,Materiel,2025-03-06
F1993,91.95,Consulting,2025-01-26
F1994,7386.52,Logistique,2025-02-18
F1995,406.75,Services,2025-09-18
F1996,26.27,Deplacements,2025-12-25
F1997,25.5,Deplacements,2025-04-08
F1998,333431.28,Fournitures,2025-04-06
F1999,1778.8,Fournitures,2025-01-01
F2000,328089.71,Materiel,2025-05-17
F2001,123209.91,Consulting,2025-12-04
F2002,13.85,Services,2025-04-06
F2003,108819.92,Consulting,2025-01-17
F2004,21120.5,Materiel,2025-05-10
F2005,865.46,Consulting,2025-06-11
F2006,7.4,Fournitures,2025-10-12
F2007,2903.19,Consulting,2025-12-08
F2008,9.32,Logistique,2025-07-16
F2009,60.67,Logistique,2025-02-03
F2010,17372.15,Deplacements,2025-04-24
F2011,746.45,Fournitures,2025-05-07
F2012,14458.52,Deplacements,2025-08-06
F2013,53.61,Fournitures,2025-07-22
F2014,541.35,Materiel,2025-03-06
F2015,712.03,Materiel,2025-06-18
F2016,239.3,Logistique,2025-08-06
F2017,258.96,Marketing,2025-03-07
F2018,2.77,Services,2025-13-28
F2019,27588.03,Consulting,2025-09-18
F2020,2366.49,Services,2025-01-21
F2021,1.97,Services,2025-09-24
F2022,109.17,Services,2025-07-07
F2023,6.55,Consulting,2025-03-04
F2024,5,Services,2025-03-25
F2025,708.39,Materiel,2025-13-01
F2026,50.26,Consulting,2025-07-13
F2027,17.15,Logistique,2025-08-25
F2028,21,Consulting,2025-08-03
F2029,2.53,Consulting,2025-11-16
F2030,3.13,Deplacements,2025-12-07
F2031,409.01,Materiel,2025-04-17
F2032,1264.73,Consulting,2025-06-17
F2033,246500.18,Fournitures,2025-02-18
F2034,380989.32,Logistique,2025-12-03
F2035,1756.08,Marketing,2025-02-19
F2036,2102.11,Fournitures,2025-11-02
F2037,6632.7,Consulting,2025-12-22
F2038,1.89,Materiel,2025-02-13
F2039,1068.38,Logistique,2025-09-11
F2040,1058.96,Fournitures,2025-11-23
F2041,4408.84,Services,2025-12-14
F2042,517.84,Consulting,2025-04-13
F2043,35.84,Deplacements,2025-12-07
F2044,1.11,Logistique,2025-04-02
F2045,289.66,Services,2025-04-13
F2046,133723.36,Deplacements,2025-09-15
F2047,42992.18,Consulting,2025-01-11
F2048,271790.25,Marketing,2025-05-11
F2049,121.53,Marketing,2025-03-26
F2050,26308.24,Deplacements,2025-04-27
F2051,77.28,Consulting,2025-06-22
F2052,163318.56,Materiel,2025-09-12
F2053,115.37,Marketing,2025-01-10
F2054,112.38,Deplacements,2025-05-04
F2055,4.59,Fournitures,2025-12-27
F2056,361.38,Materiel,2025-05-18
F2057,31482.94,Materiel,2025-05-13
F2058,4.24,Consulting,2025-05-21
F2059,38.1,Services,2025-06-24
F2060,1.53,Marketing,2025-07-07
F2061,89655.57,Fournitures,2025-04-24
F2062,160160.34,Services,2025-02-09
F2063,203105.21,Fournitures,2025-01-08
F2064,13.93,Logistique,2025-09-24
F2065,1418.02,Marketing,2025-13-02
F2066,2.08,Deplacements,2025-02-12
F2067,12,Services,2025-07-17
F2068,24.7,Consulting,2025-03-07
F2069,325.11,Marketing,2025-10-02
F2070,13.53,Marketing,2025-11-20
F2071,2.72,Fournitures,2025-08-15
F2072,7251.72,Logistique,2025-10-20
F2073,7301.71,Fournitures,2025-01-24
F2074,176716.39,Services,2025-05-05
F2075,106.08,Deplacements,2025-09-14
F2076,4970.57,Services,2025-07-05
F2077,13.44,Materiel,2025-08-15
F2078,76.92,Deplacements,2025-06-28
F2079,627.88,Materiel,2025-06-17
F2080,44123.54,Marketing,2025-12-21
F2081,190.58,Deplacements,2025-03-22
F2082,19007.73,Logistique,2025-11-21
F2083,4909.87,Deplacements,2025-04-06
F2084,1.83,Fournitures,2025-05-08
F2085,285692.27,Fournitures,2025-04-16
F2086,64.29,Logistique,2025-12-18
F2087,40.21,Services,2025-09-02
F2088,3.22,Logistique,2025-12-26
F2089,68802.37,Fournitures,2025-07-17
F2090,25067.6,Fournitures,2025-11-06
F2091,3.5,Logistique,2025-03-04
F2092,3211.22,Materiel,2025-05-03
F2093,438.59,Fournitures,2025-02-01
F2094,379.44,Fournitures,2025-04-23
F2095,1.02,Deplacements,2025-05-25
F2096,168.13,Fournitures,2025-08-11
F2097,30842.46,Consulting,2025-05-27
F2098,165.69,Fournitures,2025-02-13
F2099,38080.56,Materiel,2025-03-06
F2100,3.35,Fournitures,2025-08-13
F2101,1633.7,Consulting,2025-10-27
F2102,195889.11,Marketing,2025-08-28
F2103,37.15,Deplacements,2025-03-27
F2104,388892.92,Marketing,2025-05-04
F2105,67.9,Consulting,2025-04-10
F2106,21352.87,Consulting,2025-12-25
F2107,188022.63,Fournitures,2025-07-17
F2108,113.04,Consulting,2025-06-24
F2109,114678.39,Consulting,2025-01-08
F2110,7.53,Consulting,2025-08-11
F2111,60274,Fournitures,2025-07-21
F2112,95.81,Deplacements,2025-12-06
F2113,156.85,Logistique,2025-07-23
F2114,1765.18,Logistique,2025-01-19
F2115,12.19,Logistique,2025-06-28
F2116,5305.59,Fournitures,2025-10-13
F2117,227465.01,Deplacements,2025-07-05
F2118,76.97,Fournitures,2025-03-22
F2119,74433.87,Logistique,2025-03-05
F2120,4899.4,Marketing,2025-10-19
F2121,3.98,Logistique,2025-04-20
F2122,1190.29,Marketing,2025-11-24
F2123,377.7,Fournitures,2025-09-05
F2124,3737.21,Consulting,2025-04-22
F2125,29.4,Materiel,2025-12-09
F2126,27.49,Fournitures,2025-09-17
F2127,38917.06,Consulting,2025-02-05
F2128,171.56,Marketing,2025-02-14
F2129,1,Consulting,2025-12-21
F2130,1572.35,Materiel,2025-05-13
F2131,1228,Marketing,2025-09-17
F2132,1.84,Materiel,2025-10-02
F2133,26.38,Consulting,2025-02-04
F2134,1.75,Fournitures,2025-04-05
F2135,5.38,Logistique,2025-11-25
F2136,1.46,Fournitures,2025-07-06
F2137,2007,Marketing,2025-04-07
F2138,13.85,Deplacements,2025-04-26
F2139,24695.08,Consulting,2025-06-28
F2140,932.66,Fournitures,2025-09-28
F2141,202563.43,Materiel,2025-09-02
F2142,4148.37,Deplacements,2025-04-15
F2143,6539.91,Services,2025-04-06
F2144,7.12,Marketing,2025-01-20
F2145,2.68,Marketing,2025-08-24
F2146,117.67,Materiel,2025-07-22
F2147,183.26,Logistique,2025-01-08
F2148,42620.35,Logistique,2025-07-06
F2149,8.3,Fournitures,2025-02-13
F2150,14238.67,Deplacements,2025-03-06
F2151,1156.7,Fournitures,2025-04-19
F2152,60676.72,Deplacements,2025-05-13
F2153,14.25,Fournitures,2025-10-08
F2154,339974.88,Fournitures,2025-13-27
F2155,1023.7,Marketing,2025-07-12
F2156,412.26,Fournitures,2025-03-11
F2157,373719.43,Consulting,2025-06-26
F2158,50.7,Deplacements,2025-10-25
F2159,173.91,Deplacements,2025-03-22
F2160,3495.97,Logistique,2025-12-09
F2161,52.94,Logistique,2025-03-18
F2162,5.32,Consulting,2025-11-22
F2163,11979.27,Deplacements,2025-11-02
F2164,6.25,Fournitures,2025-08-02
F2165,465164.12,Marketing,2025-12-22
F2166,638.08,Marketing,2025-12-24
F2167,5371.25,Marketing,2025-03-15
F2168,2.3,Consulting,2025-01-02
F2169,47981.36,Deplacements,2025-08-02
F2170,2.58,Logistique,2025-02-21
F2171,15.98,Deplacements,2025-03-26
F2172,3.47,Fournitures,2025-13-26
F2173,140266.26,Deplacements,2025-01-07
F2174,299917.81,Marketing,2025-11-12
F2175,337.92,Marketing,2025-01-28
F2176,28.41,Services,2025-04-11
F2177,70.76,Marketing,2025-06-16
F2178,80.81,Fournitures,2025-05-27
F2179,1.38,Deplacements,2025-09-01
F2180,302669.23,Deplacements,2025-05-05
F2181,13.37,Marketing,2025-06-05
F2182,3.61,Deplacements,2025-06-02
F2183,10583.61,Fournitures,2025-12-02
F2184,189382.56,Logistique,2025-12-11
F2185,1.44,Deplacements,2025-03-15
F2186,1.43,Marketing,2025-12-26
F2187,20.61,Services,2025-07-28
F2188,2.34,Consulting,2025-04-24
F2189,97015.23,Deplacements,2025-03-22
F2190,322.47,Services,2025-01-16
F2191,68.2,Consulting,2025-06-12
F2192,10.28,Fournitures,2025-02-05
F2193,19216.93,Deplacements,2025-05-20
F2194,1.92,Deplacements,2025-12-20
F2195,1.75,Logistique,2025-12-10
F2196,4.16,Fournitures,2025-03-05
F2197,162168.82,Deplacements,2025-06-24
F2198,34.79,Marketing,2025-12-24
F2199,25.01,Consulting,2025-03-10
F2200,5309.31,Fournitures,2025-05-14
F2201,252559.54,Consulting,2025-11-27
F2202,5002.33,Deplacements,2025-02-06
F2203,20.02,Services,2025-06-16
F2204,262.75,Logistique,2025-01-28
F2205,26.72,Consulting,2025-10-20
F2206,59567.25,Logistique,2025-03-08
F2207,20650.35,Services,2025-12-25
F2208,44537.96,Consulting,2025-07-20
F2209,19471.92,Logistique,2025-01-27
F2210,1.8,Services,2025-03-27
F2211,139461.06,Services,2025-10-21
F2212,373091.2,Logistique,2025-06-18
F2213,10.25,Deplacements,2025-06-04
F2214,31922.32,Deplacements,2025-07-25
F2215,526.27,Logistique,2025-03-27
F2216,21076.6,Services,2025-10-07
F2217,164492.61,Materiel,2025-08-22
F2218,221.21,Consulting,2025-08-11
F2219,40987.72,Fournitures,2025-10-11
F2220,273.65,Fournitures,2025-04-04
F2221,23.52,Deplacements,2025-10-19
F2222,1282.76,Deplacements,2025-04-08
F2223,218537.92,Marketing,2025-07-01
F2224,35092.15,Fournitures,2025-05-12
F2225,390.85,Logistique,2025-05-01
F2226,19973.36,Marketing,2025-02-22
F2227,9306.31,Services,2025-10-01
F2228,105.01,Logistique,2025-09-22
F2229,18.84,Deplacements,2025-04-14
F2230,1.14,Materiel,2025-04-08
F2231,20.59,Services,2025-03-12
F2232,116264.09,Fournitures,2025-11-14
F2233,37058.4,Logistique,2025-11-06
F2234,366.76,Consulting,2025-04-02
F2235,10929.7,Marketing,2025-10-26
F2236,165.9,Services,2025-07-13
F2237,2.19,Deplacements,2025-08-15
F2238,2.59,Fournitures,2025-01-27
F2239,173050.19,Materiel,2025-10-01
F2240,71.11,Marketing,2025-11-04
F2241,74.83,Consulting,2025-02-14
F2242,4576.19,Marketing,2025-09-18
F2243,128.89,Marketing,2025-08-07
F2244,2.75,Logistique,2025-02-23
F2245,2.12,Marketing,2025-09-17
F2246,15.09,Fournitures,2025-09-28
F2247,10937.95,Services,2025-01-24
F2248,20274.35,Materiel,2025-03-04
F2249,35051.51,Consulting,2025-06-24
F2250,2471.27,Deplacements,2025-08-19
F2251,916.02,Logistique,2025-12-28
F2252,487.69,Deplacements,2025-10-22
F2253,65.32,Materiel,2025-03-06
F2254,3.77,Marketing,2025-13-27
F2255,860.23,Fournitures,2025-10-20
F2256,631.89,Fournitures,2025-01-20
F2257,5921.42,Marketing,2025-05-11
F2258,90376.52,Deplacements,2025-06-14
F2259,821.22,Logistique,2025-06-01
F2260,1.35,Fournitures,2025-10-25
F2261,911.3,Logistique,2025-01-01
F2262,33254.88,Materiel,2025-05-01
F2263,21.38,Services,2025-07-02
F2264,1304.04,Materiel,2025-11-02
F2265,1.83,Fournitures,2025-07-17
F2266,115680.52,Consulting,2025-08-09
F2267,50582.92,Deplacements,2025-02-27
F2268,248.37,Materiel,2025-06-11
F2269,136143.94,Deplacements,2025-12-14
F2270,2.66,Consulting,2025-10-09
F2271,34883.89,Fournitures,2025-09-05
F2272,13015.33,Marketing,2025-01-08
F2273,9199.24,Fournitures,2025-05-21
F2274,21.49,Logistique,2025-11-14
F2275,215.7,Services,2025-07-19
F2276,700.12,Consulting,2025-11-02
F2277,463535.56,Fournitures,2025-11-15
F2278,141932.7,Deplacements,2025-01-24
F2279,599.99,Materiel,2025-09-14
F2280,8.77,Deplacements,2025-04-08
F2281,1.66,Services,2025-08-27
F2282,45573.85,Fournitures,2025-12-04
F2283,36071.61,Fournitures,2025-09-16
F2284,94.33,Materiel,2025-03-05
F2285,1609.32,Logistique,2025-06-22
F2286,36787.91,Deplacements,2025-11-10
F2287,23,Services,2025-07-01
F2288,5784.42,Marketing,2025-02-27
F2289,1484.04,Services,2025-05-17
F2290,5745.63,Fournitures,2025-06-17
F2291,540.68,Marketing,2025-07-21
F2292,2919.77,Deplacements,2025-07-18
F2293,29583.57,Marketing,2025-08-22
F2294,95.98,Fournitures,2025-04-10
F2295,6767.3,Services,2025-12-28
F2296,117211.17,Deplacements,2025-04-18
F2297,35.48,Consulting,2025-01-27
F2298,4221.22,Marketing,2025-01-05
F2299,90624.87,Marketing,2025-04-26
F2300,1218.61,Consulting,2025-13-02
F2301,17057.86,Consulting,2025-10-26
F2302,140540.8,Consulting,2025-12-08
F2303,82593.72,Services,2025-03-14
F2304,3.09,Services,2025-10-02
F2305,137.42,Logistique,2025-09-04
F2306,9236.67,Services,2025-06-25
F2307,229.95,Materiel,2025-08-23
F2308,15086.66,Materiel,2025-01-07
F2309,8843.11,Logistique,2025-01-19
F2310,1451.26,Services,2025-09-20
F2311,1.22,Materiel,2025-11-23
F2312,29.41,Marketing,2025-09-08
F2313,68237.6,Fournitures,2025-02-08
F2314,176283.19,Deplacements,2025-09-28
F2315,214573.52,Deplacements,2025-10-06
F2316,8603.75,Fournitures,2025-05-19
F2317,748.96,Services,2025-09-17
F2318,65149.9,Services,2025-11-01
F2319,19.24,Services,2025-12-12
F2320,67.41,Fournitures,2025-05-08
F2321,3.72,Logistique,2025-01-03
F2322,100.53,Logistique,2025-08-14
F2323,478.27,Logistique,2025-06-27
F2324,12326.77,Fournitures,2025-08-28
F2325,81532.23,Services,2025-10-02
F2326,152.79,Deplacements,2025-03-04
F2327,125.68,Deplacements,2025-11-12
F2328,2.6,Fournitures,2025-03-05
F2329,42739.97,Services,2025-11-06
F2330,195.82,Marketing,2025-11-23
F2331,6021.48,Marketing,2025-04-08
F2332,4456.37,Marketing,2025-02-16
F2333,44.55,Materiel,2025-02-13
F2334,4196.27,Materiel,2025-06-19
F2335,92990.63,Marketing,2025-02-19
F2336,32.61,Logistique,2025-06-08
F2337,31.37,Marketing,2025-09-27
F2338,242.46,Services,2025-11-27
F2339,1.47,Logistique,2025-07-26
F2340,784.78,Deplacements,2025-01-02
F2341,2.64,Marketing,2025-01-07
F2342,1272.81,Logistique,2025-01-02
F2343,57708.39,Marketing,2025-09-24
F2344,373136.73,Marketing,2025-07-21
F2345,35504.23,Services,2025-11-08
F2346,3995.84,Consulting,2025-12-16
F2347,2.05,Materiel,2025-01-23
F2348,1.99,Materiel,2025-09-28
F2349,2.78,Logistique,2025-09-02
F2350,10.21,Consulting,2025-03-06
F2351,8234.42,Fournitures,2025-05-23
F2352,40.61,Deplacements,2025-08-16
F2353,35.46,Logistique,2025-08-08
F2354,646.27,Services,2025-04-03
F2355,167.79,Materiel,2025-04-26
F2356,214.56,Materiel,2025-12-23
F2357,7895.26,Fournitures,2025-05-28
F2358,7434.11,Fournitures,2025-09-03
F2359,52862.85,Marketing,2025-01-23
F2360,11.15,Services,2025-04-07
F2361,3319.77,Fournitures,2025-03-05
F2362,2842.06,Logistique,2025-04-16
F2363,6580.41,Services,2025-05-13
F2364,131.97,Materiel,2025-06-26
F2365,6.95,Consulting,2025-02-22
F2366,1,Logistique,2025-03-06
F2367,11451.25,Fournitures,2025-12-19
