id,montant,fournisseur,date
TX5585,7014.3,Beta Corp,2025-08-08
TX5586,1500,Delta Trading,2025-02-11
TX5587,2500,Delta Trading,2025-10-01
TX5588,25155.79,Delta Trading,2025-12-05
TX5589,500,Delta Trading,2025-04-13
TX5590,1500,Delta Trading,2025-05-15
TX5591,8951.03,Epsilon Consulting,2025-08-25
TX5592,34301.98,Gamma Services,2025-11-28
TX5593,9490.98,Delta Trading,2025-05-09
TX5594,2500,Alpha SARL,2025-09-27
TX5595,1500,Alpha SARL,2025-08-16
TX5596,5000,Gamma Services,2025-06-12
TX5597,140.12,Alpha SARL,2025-09-02
TX5598,500,Alpha SARL,2025-10-02
TX5599,500,Delta Trading,2025-11-25
TX5600,128.9,Beta Corp,2025-03-25
TX5601,5243.04,Gamma Services,2025-01-28
TX5602,38.5,Epsilon Consulting,2025-11-05
TX5603,2536.96,Delta Trading,2025-10-26
TX5604,14479.76,Epsilon Consulting,2025-01-10
TX5605,2000,Delta Trading,2025-08-16
TX5606,5000,Gamma Services,2025-08-20
TX5607,35.43,Epsilon Consulting,2025-12-28
TX5608,9000,Epsilon Consulting,2025-03-27
TX5609,12.31,Alpha SARL,2025-13-28
TX5610,9214.82,Gamma Services,2025-06-14
TX5611,12.98,Beta Corp,2025-04-02
TX5612,9500,Gamma Services,2025-07-16
TX5613,147.3,Beta Corp,2025-01-17
TX5614,500,Epsilon Consulting,2025-04-12
TX5615,5814.15,Alpha SARL,2025-05-09
TX5616,12.65,Gamma Services,2025-09-27
TX5617,9329.51,Delta Trading,2025-13-02
TX5618,1000,Alpha SARL,2025-02-04
TX5619,2500,Beta Corp,2025-08-16
TX5620,175.95,Beta Corp,2025-06-12
TX5621,3629.88,Beta Corp,2025-06-12
TX5622,1000,Beta Corp,2025-03-17
TX5623,24.74,Gamma Services,2025-03-18
TX5624,642.94,Gamma Services,2025-13-01
TX5625,9500,Epsilon Consulting,2025-10-19
TX5626,500,Gamma Services,2025-09-09
TX5627,5608.6,Beta Corp,2025-11-18
TX5628,10.94,Beta Corp,2025-03-04
TX5629,17.44,Gamma Services,2025-11-02
TX5630,9421.08,Delta Trading,2025-02-26
TX5631,989.42,Delta Trading,2025-04-13
TX5632,5203.15,Alpha SARL,2025-11-21
TX5633,9794.59,Epsilon Consulting,2025-12-08
TX5634,32.93,Delta Trading,2025-06-20
TX5635,2000,Beta Corp,2025-08-04
TX5636,9500,Alpha SARL,2025-09-19
TX5637,5000,Epsilon Consulting,2025-10-20
TX5638,4877.89,Delta Trading,2025-02-24
TX5639,44.21,Epsilon Consulting,2025-08-01
TX5640,1000,Epsilon Consulting,2025-07-23
TX5641,2000,Epsilon Consulting,2025-01-21
TX5642,18.67,Epsilon Consulting,2025-09-14
TX5643,5000,Beta Corp,2025-06-01
TX5644,2000,Delta Trading,2025-04-26
TX5645,1421.42,Epsilon Consulting,2025-01-27
TX5646,5877.81,Alpha SARL,2025-09-25
TX5647,446.35,Alpha SARL,2025-03-01
TX5648,9658.49,Gamma Services,2025-12-22
TX5649,990.45,Alpha SARL,2025-02-05
TX5650,9041.7,Epsilon Consulting,2025-12-13
TX5651,155.83,Beta Corp,2025-12-10
TX5652,9225.07,Alpha SARL,2025-05-03
TX5653,5357.6,Beta Corp,2025-02-26
TX5654,2905.99,Alpha SARL,2025-09-10
TX5655,48836.03,Gamma Services,2025-04-13
TX5656,500,Delta Trading,2025-10-10
TX5657,500,Gamma Services,2025-03-22
TX5658,9260.34,Gamma Services,2025-05-15
TX5659,2000,Gamma Services,2025-08-13
TX5660,136.32,Beta Corp,2025-09-10
TX5661,5000,Epsilon Consulting,2025-02-17
TX5662,9330.98,Alpha SARL,2025-03-12
TX5663,2500,Beta Corp,2025-03-17
TX5664,1500,Beta Corp,2025-01-02
TX5665,9713,Epsilon Consulting,2025-06-15
TX5666,500,Alpha SARL,2025-09-09
TX5667,5395.5,Epsilon Consulting,2025-02-19
TX5668,5510.46,Gamma Services,2025-12-10
TX5669,79.77,Beta Corp,2025-10-19
TX5670,5246.54,Delta Trading,2025-09-07
TX5671,9377.11,Delta Trading,2025-11-08
TX5672,61.24,Alpha SARL,2025-01-03
TX5673,5116.01,Epsilon Consulting,2025-04-17
TX5674,9500,Alpha SARL,2025-12-05
TX5675,9000,Delta Trading,2025-08-28
TX5676,5000,Delta Trading,2025-10-26
TX5677,1500,Epsilon Consulting,2025-03-14
TX5678,47.41,Gamma Services,2025-08-28
TX5679,1000,Alpha SARL,2025-08-26
TX5680,180.03,Alpha SARL,2025-10-19
TX5681,37865.53,Gamma Services,2025-02-06
TX5682,5534.89,Beta Corp,2025-06-10
TX5683,5070.94,Delta Trading,2025-03-19
TX5684,539.26,Epsilon Consulting,2025-05-08
TX5685,1000,Beta Corp,2025-08-08
TX5686,5408.21,Delta Trading,2025-05-17
TX5687,9498.57,Beta Corp,2025-07-07
TX5688,58.91,Beta Corp,2025-05-19
TX5689,9569.82,Alpha SARL,2025-12-25
TX5690,3358.12,Alpha SARL,2025-10-28
TX5691,1000,Gamma Services,2025-07-08
TX5692,9500,Epsilon Consulting,2025-02-05
TX5693,500,Delta Trading,2025-09-15
TX5694,30499.25,Beta Corp,2025-07-25
TX5695,500,Gamma Services,2025-01-14
TX5696,9500,Beta Corp,2025-12-21
TX5697,9159.95,Beta Corp,2025-05-05
TX5698,5000,Alpha SARL,2025-12-09
TX5699,170.83,Epsilon Consulting,2025-10-18
TX5700,5082.84,Gamma Services,2025-08-03
TX5701,2000,Delta Trading,2025-06-26
TX5702,5203.56,Epsilon Consulting,2025-02-08
TX5703,9500,Gamma Services,2025-04-21
TX5704,9000,Gamma Services,2025-10-08
TX5705,5000,Alpha SARL,2025-05-22
TX5706,5492.38,Epsilon Consulting,2025-08-10
TX5707,9000,Gamma Services,2025-11-21
TX5708,33108.95,Beta Corp,2025-07-28
TX5709,741.86,Epsilon Consulting,2025-07-13
TX5710,2000,Beta Corp,2025-12-23
TX5711,2500,Delta Trading,2025-11-25
TX5712,9867.79,Delta Trading,2025-11-16
TX5713,500,Alpha SARL,2025-02-23
TX5714,10.89,Gamma Services,2025-07-24
TX5715,9836.09,Gamma Services,2025-04-14
TX5716,9000,Gamma Services,2025-11-04
TX5717,3530.85,Gamma Services,2025-02-01
TX5718,11270.9,Delta Trading,2025-09-20
TX5719,2500,Alpha SARL,2025-03-21
TX5720,1459.75,Alpha SARL,2025-01-26
TX5721,652.32,Gamma Services,2025-08-25
TX5722,10.47,Epsilon Consulting,2025-06-28
TX5723,5491.27,Epsilon Consulting,2025-07-21
TX5724,245.66,Epsilon Consulting,2025-12-15
TX5725,9727.02,Delta Trading,2025-01-25
TX5726,5000,Epsilon Consulting,2025-13-27
TX5727,9081.65,Gamma Services,2025-07-17
TX5728,2500,Alpha SARL,2025-10-09
TX5729,1500,Gamma Services,2025-12-05
TX5730,5127.32,Alpha SARL,2025-06-03
TX5731,3120.92,Epsilon Consulting,2025-03-20
TX5732,27249.75,Alpha SARL,2025-09-11
TX5733,39.79,Delta Trading,2025-07-14
TX5734,262.11,Delta Trading,2025-06-16
TX5735,9212.21,Delta Trading,2025-05-21
TX5736,5000,Delta Trading,2025-09-03
TX5737,9000,Delta Trading,2025-11-09
TX5738,5259.72,Delta Trading,2025-03-09
TX5739,9000,Beta Corp,2025-01-02
TX5740,20.97,Epsilon Consulting,2025-02-05
TX5741,2000,Delta Trading,2025-12-26
TX5742,500,Epsilon Consulting,2025-03-10
TX5743,1949.11,Epsilon Consulting,2025-06-19
TX5744,5000,Epsilon Consulting,2025-06-05
TX5745,500,Epsilon Consulting,2025-07-21
TX5746,15.8,Delta Trading,2025-04-07
TX5747,9000,Alpha SARL,2025-06-13
TX5748,21654.66,Alpha SARL,2025-10-15
TX5749,5787.44,Epsilon Consulting,2025-09-11
TX5750,15.01,Gamma Services,2025-06-05
TX5751,5262.44,Beta Corp,2025-02-05
TX5752,9000,Alpha SARL,2025-11-10
TX5753,209.38,Beta Corp,2025-05-05
TX5754,213.5,Gamma Services,2025-12-02
TX5755,1000,Delta Trading,2025-09-15
TX5756,9451.22,Delta Trading,2025-08-24
TX5757,15.49,Epsilon Consulting,2025-07-19
TX5758,21498.46,Delta Trading,2025-04-27
TX5759,9022.92,Gamma Services,2025-12-05
TX5760,9322.05,Beta Corp,2025-09-03
TX5761,30.26,Delta Trading,2025-06-26
TX5762,159.02,Alpha SARL,2025-08-07
TX5763,1029.31,Epsilon Consulting,2025-02-24
TX5764,17.2,Beta Corp,2025-02-14
TX5765,5560.66,Epsilon Consulting,2025-08-14
TX5766,1500,Alpha SARL,2025-12-08
TX5767,9000,Epsilon Consulting,2025-05-22
TX5768,1500,Alpha SARL,2025-09-12
TX5769,1454.23,Delta Trading,2025-11-22
TX5770,9000,Beta Corp,2025-01-10
TX5771,5405.43,Epsilon Consulting,2025-11-24
TX5772,1840.89,Gamma Services,2025-13-26
TX5773,17393.38,Beta Corp,2025-10-19
TX5774,12.82,Beta Corp,2025-11-06
TX5775,1000,Beta Corp,2025-01-01
TX5776,1488.71,Delta Trading,2025-04-21
TX5777,1000,Gamma Services,2025-07-20
TX5778,2000,Alpha SARL,2025-12-21
TX5779,4435.26,Beta Corp,2025-07-21
TX5780,1500,Gamma Services,2025-09-16
TX5781,5499.32,Alpha SARL,2025-04-15
TX5782,500,Beta Corp,2025-06-03
TX5783,203.93,Gamma Services,2025-02-15
TX5784,515,Delta Trading,2025-02-08
TX5785,9269.48,Delta Trading,2025-01-08
TX5786,5000,Gamma Services,2025-05-07
TX5787,9033.5,Epsilon Consulting,2025-04-23
TX5788,1500,Epsilon Consulting,2025-11-28
TX5789,2000,Beta Corp,2025-11-08
TX5790,1000,Epsilon Consulting,2025-06-07
TX5791,9835.55,Delta Trading,2025-01-24
TX5792,5687.53,Gamma Services,2025-07-09
TX5793,26631.53,Gamma Services,2025-07-08
TX5794,9844.51,Alpha SARL,2025-10-28
TX5795,9742.45,Beta Corp,2025-08-28
TX5796,9350.27,Alpha SARL,2025-11-21
TX5797,52.93,Gamma Services,2025-12-04
TX5798,7144.08,Epsilon Consulting,2025-11-28
TX5799,5000,Gamma Services,2025-08-27
TX5800,9052.82,Alpha SARL,2025-12-09
TX5801,5800.41,Alpha SARL,2025-13-02
TX5802,5000,Beta Corp,2025-02-03
TX5803,5520.16,Alpha SARL,2025-10-07
TX5804,11222.11,Delta Trading,2025-07-21
TX5805,5817.83,Alpha SARL,2025-07-22
TX5806,5504.78,Alpha SARL,2025-07-01
TX5807,140.06,Delta Trading,2025-03-10
TX5808,2500,Alpha SARL,2025-05-14
TX5809,5519.43,Epsilon Consulting,2025-09-18
TX5810,1726.04,Beta Corp,2025-02-07
TX5811,9336.2,Delta Trading,2025-09-18
TX5812,9000,Gamma Services,2025-11-05
TX5813,2000,Beta Corp,2025-06-16
TX5814,5000,Delta Trading,2025-11-27
TX5815,2827.04,Alpha SARL,2025-04-18
TX5816,5036.93,Beta Corp,2025-09-22
TX5817,9014.59,Beta Corp,2025-07-13
TX5818,9517.07,Epsilon Consulting,2025-04-13
TX5819,111.18,Alpha SARL,2025-09-07
TX5820,1500,Gamma Services,2025-09-06
TX5821,5629.65,Gamma Services,2025-06-19
TX5822,2000,Epsilon Consulting,2025-08-04
TX5823,2500,Alpha SARL,2025-07-14
TX5824,9464.87,Beta Corp,2025-10-19
TX5825,12974.76,Alpha SARL,2025-07-03
TX5826,64.46,Epsilon Consulting,2025-02-14
TX5827,9320.73,Gamma Services,2025-08-16
TX5828,2500,Delta Trading,2025-11-10
TX5829,9544.59,Alpha SARL,2025-05-18
TX5830,7721.54,Beta Corp,2025-01-19
TX5831,5293.66,Alpha SARL,2025-07-26
TX5832,18195.31,Gamma Services,2025-03-06
TX5833,500,Delta Trading,2025-12-23
TX5834,9000,Delta Trading,2025-01-10
TX5835,21.22,Delta Trading,2025-01-21
TX5836,21190.32,Delta Trading,2025-05-27
TX5837,28.08,Epsilon Consulting,2025-04-13
TX5838,9000,Alpha SARL,2025-02-28
TX5839,1000,Delta Trading,2025-10-24
TX5840,9000,Alpha SARL,2025-06-25
TX5841,3906.09,Delta Trading,2025-05-10
TX5842,2000,Epsilon Consulting,2025-01-05
TX5843,5534.65,Beta Corp,2025-04-05
TX5844,664.32,Epsilon Consulting,2025-04-13
TX5845,2813.08,Beta Corp,2025-05-01
TX5846,23.43,Gamma Services,2025-01-22
TX5847,5247.91,Beta Corp,2025-01-18
TX5848,9602.4,Beta Corp,2025-09-23
TX5849,5026.3,Gamma Services,2025-05-11
TX5850,9000,Gamma Services,2025-09-17
TX5851,1544.13,Delta Trading,2025-08-01
TX5852,34.77,Gamma Services,2025-09-25
TX5853,9500,Gamma Services,2025-09-26
TX5854,6354.86,Gamma Services,2025-01-16
TX5855,500,Alpha SARL,2025-01-26
TX5856,721.61,Epsilon Consulting,2025-02-28
TX5857,500,Gamma Services,2025-07-15
TX5858,11713.4,Beta Corp,2025-01-07
TX5859,182.57,Delta Trading,2025-11-21
TX5860,45.91,Alpha SARL,2025-08-02
TX5861,11.86,Beta Corp,2025-11-08
TX5862,27610.83,Beta Corp,2025-08-11
TX5863,5526.59,Epsilon Consulting,2025-04-06
TX5864,745.55,Gamma Services,2025-10-09
TX5865,1500,Alpha SARL,2025-05-03
TX5866,5234.32,Delta Trading,2025-01-10
TX5867,9007.82,Epsilon Consulting,2025-07-10
TX5868,500,Delta Trading,2025-03-23
TX5869,2000,Epsilon Consulting,2025-11-21
TX5870,9500,Alpha SARL,2025-03-14
TX5871,236.98,Gamma Services,2025-06-26
TX5872,3414.18,Epsilon Consulting,2025-08-01
TX5873,160.59,Beta Corp,2025-08-16
TX5874,1707.86,Alpha SARL,2025-10-21
TX5875,52.17,Alpha SARL,2025-08-01
TX5876,9500,Epsilon Consulting,2025-08-20
TX5877,9073.57,Gamma Services,2025-02-23
TX5878,65.62,Gamma Services,2025-03-19
TX5879,5000,Delta Trading,2025-11-14
TX5880,1684.64,Alpha SARL,2025-02-24
TX5881,9500,Alpha SARL,2025-12-03
TX5882,13.83,Gamma Services,2025-03-03
TX5883,473.77,Delta Trading,2025-03-06
TX5884,9521.33,Delta Trading,2025-04-07
TX5885,2000,Epsilon Consulting,2025-11-07
TX5886,2407.22,Beta Corp,2025-10-07
TX5887,12301.14,Gamma Services,2025-05-09
TX5888,9000,Delta Trading,2025-08-12
TX5889,1000,Delta Trading,2025-11-28
TX5890,196.23,Delta Trading,2025-01-05
TX5891,19279.02,Epsilon Consulting,2025-12-23
TX5892,13.98,Beta Corp,2025-09-01
TX5893,30051.78,Delta Trading,2025-03-28
TX5894,48.41,Epsilon Consulting,2025-01-16
TX5895,10.39,Alpha SARL,2025-02-04
TX5896,8942.72,Beta Corp,2025-03-06
TX5897,2500,Gamma Services,2025-02-03
TX5898,1000,Alpha SARL,2025-05-05
TX5899,1500,Delta Trading,2025-12-01
TX5900,2500,Epsilon Consulting,2025-01-19
TX5901,2500,Beta Corp,2025-04-10
TX5902,9500,Alpha SARL,2025-12-10
TX5903,9763.34,Alpha SARL,2025-09-25
TX5904,9000,Gamma Services,2025-04-06
TX5905,352.68,Delta Trading,2025-11-17
TX5906,39.32,Alpha SARL,2025-01-03
TX5907,53.6,Beta Corp,2025-02-02
TX5908,1000,Delta Trading,2025-02-21
TX5909,111.38,Delta Trading,2025-13-25
TX5910,9500,Delta Trading,2025-11-11
TX5911,5372.48,Epsilon Consulting,2025-07-20
TX5912,9000,Alpha SARL,2025-02-04
TX5913,5428.56,Gamma Services,2025-05-19
TX5914,9351.71,Delta Trading,2025-02-17
TX5915,82.11,Epsilon Consulting,2025-08-11
TX5916,14.93,Delta Trading,2025-09-21
TX5917,1500,Gamma Services,2025-06-21
TX5918,15.87,Gamma Services,2025-04-15
TX5919,9531.11,Beta Corp,2025-04-14
TX5920,41029.19,Delta Trading,2025-02-13
TX5921,500,Alpha SARL,2025-12-05
TX5922,15121.51,Beta Corp,2025-09-20
TX5923,1500,Delta Trading,2025-12-17
TX5924,9000,Delta Trading,2025-05-20
TX5925,5558,Beta Corp,2025-05-14
TX5926,1500,Delta Trading,2025-11-22
TX5927,58.11,Delta Trading,2025-08-04
TX5928,2000,Epsilon Consulting,2025-05-12
TX5929,5000,Beta Corp,2025-06-11
TX5930,9287.39,Beta Corp,2025-12-24
TX5931,9068,Delta Trading,2025-02-27
TX5932,10123.43,Alpha SARL,2025-03-02
TX5933,41.27,Alpha SARL,2025-12-09
TX5934,73.71,Epsilon Consulting,2025-12-21
TX5935,5112.35,Delta Trading,2025-07-13
TX5936,2139.25,Gamma Services,2025-04-08
TX5937,5580.27,Beta Corp,2025-01-20
TX5938,9500,Gamma Services,2025-11-08
TX5939,5310.17,Beta Corp,2025-07-05
TX5940,5815.32,Beta Corp,2025-01-03
TX5941,5046.19,Gamma Services,2025-07-02
TX5942,5747.76,Beta Corp,2025-12-16
TX5943,2500,Alpha SARL,2025-13-02
TX5944,15.45,Beta Corp,2025-11-07
TX5945,5000,Gamma Services,2025-03-06
TX5946,1000,Delta Trading,2025-05-18
TX5947,9369.07,Beta Corp,2025-07-06
TX5948,500,Delta Trading,2025-01-16
TX5949,9000,Epsilon Consulting,2025-01-25
TX5950,5000,Alpha SARL,2025-03-07
TX5951,500,Gamma Services,2025-05-19
TX5952,9869.91,Gamma Services,2025-12-17
TX5953,1000,Beta Corp,2025-09-03
TX5954,9500,Gamma Services,2025-03-05
TX5955,500,Gamma Services,2025-06-12
TX5956,1500,Epsilon Consulting,2025-02-25
TX5957,4589.45,Delta Trading,2025-07-25
TX5958,2500,Alpha SARL,2025-10-06
TX5959,2500,Alpha SARL,2025-03-12
TX5960,5000,Alpha SARL,2025-02-13
TX5961,17.31,Beta Corp,2025-11-03
TX5962,500,Epsilon Consulting,2025-06-15
TX5963,1108.28,Gamma Services,2025-01-16
TX5964,9323.62,Epsilon Consulting,2025-01-21
TX5965,184.44,Beta Corp,2025-08-06
TX5966,40.18,Delta Trading,2025-06-27
TX5967,588.04,Epsilon Consulting,2025-11-20
TX5968,1500,Gamma Services,2025-02-05
TX5969,9000,Epsilon Consulting,2025-08-27
TX5970,1128.67,Beta Corp,2025-10-25
TX5971,9821.9,Beta Corp,2025-04-06
TX5972,9500,Gamma Services,2025-03-07
TX5973,9440.1,Gamma Services,2025-06-05
TX5974,5536.46,Delta Trading,2025-04-01
TX5975,9340.35,Epsilon Consulting,2025-03-26
TX5976,5000,Delta Trading,2025-09-16
TX5977,9005.27,Beta Corp,2025-03-14
TX5978,1611.6,Delta Trading,2025-07-13
TX5979,24.73,Beta Corp,2025-05-02
TX5980,9000,Epsilon Consulting,2025-04-28
TX5981,2500,Gamma Services,2025-10-28
TX5982,9781.02,Epsilon Consulting,2025-06-22
TX5983,1500,Beta Corp,2025-07-01
TX5984,18.77,Beta Corp,2025-07-05
TX5985,2236.18,Beta Corp,2025-03-16
TX5986,2000,Alpha SARL,2025-05-21
TX5987,2000,Beta Corp,2025-02-03
TX5988,9000,Gamma Services,2025-05-20
TX5989,17.1,Delta Trading,2025-02-23
TX5990,16.92,Beta Corp,2025-07-14
TX5991,9500,Delta Trading,2025-04-03
TX5992,134.21,Gamma Services,2025-08-09
TX5993,2000,Alpha SARL,2025-12-05
TX5994,1467.84,Delta Trading,2025-07-21
TX5995,935.78,Beta Corp,2025-06-08
TX5996,9500,Epsilon Consulting,2025-01-27
TX5997,5777.96,Epsilon Consulting,2025-12-25
TX5998,258.05,Gamma Services,2025-06-25
TX5999,1500,Epsilon Consulting,2025-03-18
TX6000,5845.28,Epsilon Consulting,2025-04-08
TX6001,11179.68,Beta Corp,2025-11-16
TX6002,274.48,Epsilon Consulting,2025-11-01
TX6003,2000,Epsilon Consulting,2025-06-08
TX6004,9099.25,Epsilon Consulting,2025-03-05
TX6005,9888.34,Gamma Services,2025-03-02
TX6006,500,Alpha SARL,2025-02-11
TX6007,105.18,Beta Corp,2025-12-19
TX6008,38775.74,Delta Trading,2025-08-06
TX6009,764.61,Beta Corp,2025-05-25
TX6010,5234.49,Delta Trading,2025-09-04
TX6011,5583.36,Beta Corp,2025-07-06
TX6012,6583.95,Epsilon Consulting,2025-05-08
TX6013,297.69,Alpha SARL,2025-01-03
TX6014,9500,Beta Corp,2025-06-22
TX6015,8964.42,Gamma Services,2025-07-02
TX6016,2853.95,Beta Corp,2025-10-11
TX6017,9134.67,Delta Trading,2025-12-10
TX6018,1500,Alpha SARL,2025-12-02
TX6019,26274.37,Beta Corp,2025-08-01
TX6020,9208.6,Gamma Services,2025-10-26
TX6021,604.59,Beta Corp,2025-08-13
TX6022,16793.15,Beta Corp,2025-05-04
TX6023,500,Delta Trading,2025-08-11
TX6024,511.45,Gamma Services,2025-04-23
TX6025,43828.94,Epsilon Consulting,2025-10-18
TX6026,11707.97,Beta Corp,2025-06-05
TX6027,234.9,Beta Corp,2025-02-05
TX6028,6576.83,Beta Corp,2025-03-27
TX6029,5324.73,Delta Trading,2025-06-06
TX6030,790.33,Epsilon Consulting,2025-09-19
TX6031,5194.22,Beta Corp,2025-05-13
TX6032,58.36,Gamma Services,2025-05-12
TX6033,9500,Alpha SARL,2025-11-08
TX6034,197.33,Beta Corp,2025-09-15
TX6035,115.81,Beta Corp,2025-02-19
TX6036,17.66,Epsilon Consulting,2025-04-23
TX6037,5000,Epsilon Consulting,2025-08-28
TX6038,5000,Epsilon Consulting,2025-09-18
TX6039,8225.13,Epsilon Consulting,2025-01-20
TX6040,2500,Delta Trading,2025-02-04
TX6041,21.38,Gamma Services,2025-08-19
TX6042,956.21,Alpha SARL,2025-11-22
TX6043,462.04,Epsilon Consulting,2025-06-27
TX6044,1500,Alpha SARL,2025-06-23
TX6045,2000,Beta Corp,2025-01-06
TX6046,2500,Gamma Services,2025-11-05
TX6047,1577.66,Alpha SARL,2025-11-10
TX6048,5272.65,Beta Corp,2025-01-12
TX6049,5000,Delta Trading,2025-10-26
TX6050,2000,Epsilon Consulting,2025-04-01
TX6051,254.54,Delta Trading,2025-07-04
TX6052,9500,Beta Corp,2025-12-05
TX6053,500,Delta Trading,2025-10-28
TX6054,2084.24,Alpha SARL,2025-11-22
TX6055,20.03,Epsilon Consulting,2025-01-18
TX6056,2500,Epsilon Consulting,2025-10-04
TX6057,1516.39,Alpha SARL,2025-01-06
TX6058,500,Alpha SARL,2025-03-03
TX6059,1000,Epsilon Consulting,2025-09-04
TX6060,9000,Epsilon Consulting,2025-04-07
TX6061,500,Beta Corp,2025-09-08
TX6062,17.23,Gamma Services,2025-11-02
TX6063,500,Beta Corp,2025-02-04
TX6064,9264.28,Alpha SARL,2025-11-25
TX6065,12.55,Epsilon Consulting,2025-06-11
TX6066,1000,Beta Corp,2025-11-13
TX6067,81.14,Alpha SARL,2025-05-13
TX6068,9500,Alpha SARL,2025-09-14
TX6069,9500,Delta Trading,2025-03-05
TX6070,31663.7,Epsilon Consulting,2025-10-06
TX6071,13.45,Epsilon Consulting,2025-02-25
TX6072,822.52,Epsilon Consulting,2025-03-05
TX6073,5428.31,Beta Corp,2025-10-10
TX6074,2500,Beta Corp,2025-05-15
TX6075,1000,Beta Corp,2025-11-09
TX6076,436.11,Gamma Services,2025-02-03
TX6077,4558.52,Gamma Services,2025-01-02
TX6078,364.67,Alpha SARL,2025-07-24
TX6079,2500,Delta Trading,2025-10-21
TX6080,1000,Beta Corp,2025-08-21
TX6081,9500,Gamma Services,2025-08-23
TX6082,27.15,Alpha SARL,2025-10-26
TX6083,28.8,Beta Corp,2025-07-17
TX6084,3615.37,Beta Corp,2025-01-05
TX6085,86.6,Beta Corp,2025-03-20
TX6086,9236.16,Delta Trading,2025-03-10
TX6087,11.14,Beta Corp,2025-08-18
TX6088,2500,Delta Trading,2025-05-05
TX6089,5000,Beta Corp,2025-11-11
TX6090,459.23,Beta Corp,2025-11-18
TX6091,500,Beta Corp,2025-08-26
TX6092,9000,Alpha SARL,2025-02-25
TX6093,9161.54,Epsilon Consulting,2025-04-02
TX6094,1500,Delta Trading,2025-04-07
TX6095,244.49,Epsilon Consulting,2025-08-12
TX6096,5888.97,Gamma Services,2025-12-05
TX6097,35335.29,Alpha SARL,2025-01-26
TX6098,5397.21,Delta Trading,2025-03-06
TX6099,10070.44,Epsilon Consulting,2025-11-07
TX6100,500,Epsilon Consulting,2025-11-12
TX6101,294.79,Alpha SARL,2025-06-12
TX6102,14767.12,Epsilon Consulting,2025-05-07
TX6103,9594.79,Epsilon Consulting,2025-09-26
TX6104,2953.46,Delta Trading,2025-01-11
TX6105,12.85,Epsilon Consulting,2025-09-10
TX6106,5493.53,Epsilon Consulting,2025-09-24
TX6107,2500,Beta Corp,2025-09-12
TX6108,29.43,Gamma Services,2025-08-24
TX6109,5872.38,Epsilon Consulting,2025-08-05
TX6110,104.66,Beta Corp,2025-01-18
TX6111,5702.8,Delta Trading,2025-05-17
TX6112,2110.42,Alpha SARL,2025-01-02
TX6113,610.18,Delta Trading,2025-05-21
TX6114,1527,Gamma Services,2025-02-27
TX6115,218.89,Epsilon Consulting,2025-08-22
TX6116,590.78,Epsilon Consulting,2025-10-12
TX6117,5317.24,Gamma Services,2025-07-07
TX6118,833.44,Alpha SARL,2025-06-02
TX6119,5103.48,Epsilon Consulting,2025-02-21
TX6120,884.03,Beta Corp,2025-03-23
TX6121,32.15,Gamma Services,2025-10-22
TX6122,9208.46,Alpha SARL,2025-12-25
TX6123,5580.72,Epsilon Consulting,2025-13-26
TX6124,2500,Alpha SARL,2025-02-04
TX6125,3408.09,Beta Corp,2025-05-20
TX6126,23.96,Alpha SARL,2025-03-11
TX6127,9123.19,Gamma Services,2025-04-05
TX6128,9285.97,Epsilon Consulting,2025-11-24
TX6129,9500,Alpha SARL,2025-03-21
TX6130,5644.04,Epsilon Consulting,2025-01-27
TX6131,1000,Alpha SARL,2025-02-05
TX6132,1500,Gamma Services,2025-04-07
TX6133,194.66,Epsilon Consulting,2025-02-02
TX6134,161.51,Gamma Services,2025-01-04
TX6135,2500,Beta Corp,2025-12-11
TX6136,5407.03,Beta Corp,2025-04-14
TX6137,5000,Gamma Services,2025-06-11
TX6138,232.83,Delta Trading,2025-11-23
TX6139,1000,Delta Trading,2025-07-20
TX6140,5579.61,Gamma Services,2025-07-18
TX6141,5801.4,Gamma Services,2025-05-09
TX6142,11125.47,Epsilon Consulting,2025-10-06
TX6143,5208.46,Beta Corp,2025-12-08
TX6144,9500,Beta Corp,2025-06-13
TX6145,9881.75,Beta Corp,2025-11-17
TX6146,9500,Beta Corp,2025-01-12
TX6147,893.25,Beta Corp,2025-10-09
TX6148,9500,Alpha SARL,2025-09-06
TX6149,5000,Delta Trading,2025-04-27
TX6150,2197.05,Epsilon Consulting,2025-08-15
TX6151,1500,Epsilon Consulting,2025-11-12
TX6152,1000,Alpha SARL,2025-06-08
TX6153,50.31,Alpha SARL,2025-02-07
TX6154,23,Epsilon Consulting,2025-08-13
TX6155,3534.07,Delta Trading,2025-12-27
TX6156,794.92,Delta Trading,2025-08-19
TX6157,253.56,Beta Corp,2025-07-10
TX6158,434.04,Beta Corp,2025-04-09
TX6159,5431.25,Gamma Services,2025-10-18
TX6160,5000,Epsilon Consulting,2025-11-09
TX6161,310.15,Alpha SARL,2025-06-03
TX6162,1000,Gamma Services,2025-11-10
TX6163,18.71,Delta Trading,2025-11-13
TX6164,1000,Beta Corp,2025-03-03
TX6165,1213.5,Delta Trading,2025-10-15
TX6166,9000,Delta Trading,2025-09-20
TX6167,5662.17,Gamma Services,2025-04-07
TX6168,45479.02,Delta Trading,2025-05-24
TX6169,39.59,Delta Trading,2025-02-17
TX6170,1723.86,Delta Trading,2025-01-24
TX6171,9155.14,Epsilon Consulting,2025-09-12
TX6172,258.41,Epsilon Consulting,2025-09-15
